client,sales_document,sales_document_item,delivery_schedule_line_num,schedule_line_category,item_relevant_delivery,schedule_line_date,arrival_time,order_quantity_in_sales_units,confirmed_quantity,sales_unit,req_quan_mgmt_stockk_units,base_uom,requirement_date,requirement_type,planning_type,business_document_number,business_item_number,schedule_line,earliest_possible_reservation_date,maintenance_request,purchase_requisition_num,order_type,purchasing_document_category,confirmation_status_of_schedule_line,invoice_receipt_indicator,return_date_for_returnable_packaging,date_type,transportation_planning_date,material_staging,loading_date,goods_issue_date,corrected_quantity_in_sales_unit,schedule_line_blocked_for_delivery,group_definition_of_structure_data,release_type,forecast_delivery_schedule_num,committed_quantity,size_2,size_3,unit_of_measure,formula_key,numerator_for_conversion_sales_sku,denominator_for_conversion_sales_sku,availability_confirmed_automatically,movement_type,item_num_purchase_requisition,schedule_line_type_edi,order_number,planned_order_number,bom_explosion_number,customer_engineering_change_status,guaranteed,material_staging_time,transp_planning_time,loading_time,time_of_goods_issue,route_schedule,handover_date,handover_time,matr_availability_date,is_quarantined
100,939,220,1,CP,X,2007-10-02 5:00:00,2024-05-01 5:00:00,70,21000,CS,70,CS,1900-01-01 6:00:00,5,0,,0,0,1900-01-01 6:00:00,0,,,,,,1900-01-01 6:00:00,1,2007-09-29 5:00:00,2007-10-02 5:00:00,2007-10-02 5:00:00,2007-10-02 5:00:00,70,,0,,0,0,0,0,,,1,1,X,601,0,,,,,,0,2024-05-01 5:00:00,2024-05-01 5:00:00,2024-05-01 5:00:00,2024-05-01 5:00:00,,1900-01-01 6:00:00,2024-05-01 5:00:00,1900-01-01 6:00:00,FALSE
100,148,30,1,CP,X,2022-06-08 5:00:00,2024-05-01 21:00:00,75,19700,CS,75,CS,1900-01-01 6:00:00,5,0,,0,0,1900-01-01 6:00:00,0,,,,,,1900-01-01 6:00:00,1,2022-06-06 5:00:00,2022-06-08 5:00:00,2022-06-08 5:00:00,2022-06-08 5:00:00,75,,0,,0,0,0,0,,,1,1,X,601,0,,,,,,0,2024-05-01 5:00:00,2024-05-01 5:00:00,2024-05-01 5:00:00,2024-05-01 5:00:00,,1900-01-01 6:00:00,2024-05-01 5:00:00,1900-01-01 6:00:00,FALSE
100,280,120,1,CD,,2007-10-02 5:00:00,2024-05-01 5:00:00,144,17911,CS,0,CS,1900-01-01 6:00:00,,,,0,0,1900-01-01 6:00:00,0,,,,,,1900-01-01 6:00:00,1,2007-09-29 5:00:00,2007-10-02 5:00:00,2007-10-02 5:00:00,2007-10-02 5:00:00,144,,0,,0,0,0,0,,,1,1,X,,0,,,,,,0,2024-05-01 5:00:00,2024-05-01 5:00:00,2024-05-01 5:00:00,2024-05-01 5:00:00,,1900-01-01 6:00:00,2024-05-01 5:00:00,1900-01-01 6:00:00,FALSE
100,242,10,1,CP,X,2022-06-03 5:00:00,2024-05-01 21:00:00,1008,13356,CS,1008,CS,1900-01-01 6:00:00,5,0,,0,0,1900-01-01 6:00:00,0,,,,,,1900-01-01 6:00:00,1,2022-06-01 5:00:00,2022-06-03 5:00:00,2022-06-03 5:00:00,2022-06-03 5:00:00,1008,,0,,0,0,0,0,,,1,1,X,601,0,,,,,,0,2024-05-01 22:00:00,2024-05-01 22:00:00,2024-05-01 22:00:00,2024-05-01 22:00:00,,1900-01-01 6:00:00,2024-05-01 5:00:00,1900-01-01 6:00:00,FALSE
100,761,400,1,CP,X,2009-01-28 6:00:00,2024-05-01 21:00:00,1,11179,CS,1,CS,1900-01-01 6:00:00,5,0,,0,0,1900-01-01 6:00:00,0,,,,,,1900-01-01 6:00:00,1,2009-01-22 6:00:00,2009-01-26 6:00:00,2009-01-26 6:00:00,2009-01-26 6:00:00,1,,0,,0,0,0,0,,,1,1,X,601,0,,,,,,0,2024-05-02 1:00:00,2024-05-02 1:00:00,2024-05-02 1:00:00,2024-05-02 1:00:00,,1900-01-01 6:00:00,2024-05-01 5:00:00,1900-01-01 6:00:00,FALSE
100,854,70,1,CP,X,2022-05-30 5:00:00,2024-05-01 21:00:00,135,13518,CS,135,CS,1900-01-01 6:00:00,5,0,,0,0,1900-01-01 6:00:00,0,,,,,,1900-01-01 6:00:00,1,2022-05-27 5:00:00,2022-05-29 5:00:00,2022-05-29 5:00:00,2022-05-29 5:00:00,135,,0,,0,0,0,0,,,1,1,X,601,0,,,,,,0,2024-05-02 4:59:58,2024-05-02 4:59:57,2024-05-02 4:59:58,2024-05-02 4:59:58,,1900-01-01 6:00:00,2024-05-01 5:00:00,1900-01-01 6:00:00,FALSE
100,554,10,1,CP,X,2007-10-01 5:00:00,2024-05-01 5:00:00,1920,960,CS,0,CS,1900-01-01 6:00:00,5,0,,0,0,1900-01-01 6:00:00,0,,,,,,1900-01-01 6:00:00,1,2007-09-27 5:00:00,2007-10-01 5:00:00,2007-10-01 5:00:00,2007-10-01 5:00:00,1920,,0,,0,0,0,0,,,1,1,X,601,0,,,,,,0,2024-05-01 5:00:00,2024-05-01 5:00:00,2024-05-01 5:00:00,2024-05-01 5:00:00,,1900-01-01 6:00:00,2024-05-01 5:00:00,1900-01-01 6:00:00,FALSE
100,907,110,1,CP,X,2022-05-30 5:00:00,2024-05-01 21:00:00,120,484,CS,48,CS,1900-01-01 6:00:00,5,0,,0,0,1900-01-01 6:00:00,0,,,,,,1900-01-01 6:00:00,1,2022-05-27 5:00:00,2022-05-29 5:00:00,2022-05-29 5:00:00,2022-05-29 5:00:00,120,,0,,0,0,0,0,,,1,1,X,601,0,,,,,,0,2024-05-02 4:59:58,2024-05-02 4:59:57,2024-05-02 4:59:58,2024-05-02 4:59:58,,1900-01-01 6:00:00,2024-05-01 5:00:00,1900-01-01 6:00:00,FALSE
100,719,550,1,CP,X,2008-03-28 5:00:00,2024-05-01 5:00:00,24,2400,CS,24,CS,1900-01-01 6:00:00,5,0,,0,0,1900-01-01 6:00:00,0,,,,,,1900-01-01 6:00:00,1,2008-03-25 5:00:00,2008-03-27 5:00:00,2008-03-27 5:00:00,2008-03-27 5:00:00,24,,0,,0,0,0,0,,,1,1,X,601,0,,,,,,0,2024-05-01 5:00:00,2024-05-01 5:00:00,2024-05-01 5:00:00,2024-05-01 5:00:00,,1900-01-01 6:00:00,2024-05-01 5:00:00,1900-01-01 6:00:00,FALSE
100,346,260,1,CP,X,2022-06-01 5:00:00,2024-05-01 21:00:00,180,18007,CS,180,CS,1900-01-01 6:00:00,5,0,,0,0,1900-01-01 6:00:00,0,,,,,,1900-01-01 6:00:00,1,2022-05-29 5:00:00,2022-06-01 5:00:00,2022-06-01 5:00:00,2022-06-01 5:00:00,180,,0,,0,0,0,0,,,1,1,X,601,0,,,,,,0,2024-05-01 21:00:00,2024-05-01 20:59:58,2024-05-01 21:00:00,2024-05-01 21:00:00,,1900-01-01 6:00:00,2024-05-01 5:00:00,1900-01-01 6:00:00,FALSE
