shipment_gid,shipment_xid,shipment_name,transport_mode_gid,is_template,is_primary,is_spot_costed,is_credit_note,cm_prev_dest_location_gid,cm_next_source_location_gid,t_actual_cost_currency_gid,t_weighted_cost_currency_gid,total_trans_cost_currency_gid,loaded_distance_uom_code,unloaded_distance_uom_code,source_location_gid,dest_location_gid,start_time,end_time,freight_terms,parent_leg_gid,voyage_gid,servprov_gid,rate_offering_gid,rate_geo_gid,original_shipment_gid,shipment_group_gid,is_auto_merge_consolidate,perspective,flight_instance_id,total_weight_uom_code,total_volume_uom_code,total_ship_unit_count,total_packaging_unit_count,total_item_package_count,intermediary_corporation_gid,shipment_type_gid,route_code_combination_gid,rail_inter_modal_plan_gid,customer_rate_code,cofc_tofc,rail_return_location_gid,rail_return_route_gid,rule_11_indicator,current_stop_num,shipment_as_work,secondary_charge_rule_gid,check_time_constraint,check_cost_constraint,check_capacity_constraint,cm_name,cm_sequence_num,cm_cost,cm_cost_currency_gid,cm_cost_base,cm_empty_distance,cm_empty_distance_uom_code,cm_empty_distance_base,hazmat_mode_gid,hazmat_region_gid,weigh_code,rule_7,shipment_released,processing_code_gid,air_rail_route_code,payment_method_code_gid,inco_term_gid,dim_weight,dim_weight_uom_code,dim_weight_base,planned_cost_currency_gid,term_location_text,tariff_organization_number,tariff_organization_name,tariff_name,tariff_number,tariff_date,is_hazardous,is_temperature_control,is_cost_fixed,is_service_time_fixed,is_rate_geo_fixed,is_rate_offering_fixed,is_servprov_fixed,is_preload,is_fixed_tender_contact,is_to_be_held,is_preferred_carrier,is_equipment_fixed,is_recalc_totals,has_appointments,indicator,contact_gid,bulk_plan_gid,total_num_reference_units,itinerary_gid,feasibility_code_gid,num_order_releases,num_stops,total_net_weight_uom_code,total_net_volume_uom_code,earliest_start_time,latest_start_time,last_event_group_gid,repetition_schedule_gid,in_trailer_build,first_equipment_group_gid,bulk_cm_gid,vessel_gid,user_defined1_icon_gid,user_defined2_icon_gid,user_defined3_icon_gid,user_defined4_icon_gid,user_defined5_icon_gid,source_location_override_gid,dest_location_override_gid,equipment_reference_unit_gid,schedule_type,job_gid,port_of_load_location_gid,port_of_load_override_loc_gid,port_of_dis_location_gid,port_of_dis_override_loc_gid,insurance_policy_number,insurance_amount,insurance_amount_currency_gid,insurance_amount_base,insurance_premium,insurance_premium_currency_gid,insurance_premium_base,bol_type,bol_issuance_type,consol_gid,place_receipt_location_gid,place_deliver_location_gid,sail_date,rail_date,sail_cutoff_date,port_discharge_eta,port_of_exit_date,port_exit_loc_gid,container_delivery_loc_gid,container_pickup_loc_gid,nfrc_rule_gid,is_cpcty_override_applicable,planned_rate_offering_gid,planned_transport_mode_gid,planned_servprov_gid,planned_rate_geo_gid,is_permanent,is_memo_bl,duty_paid,exchange_rate_date,currency_gid,exchange_rate_gid,tot_matched_inv_cost_curr_gid,original_invoice_cost_curr_gid,total_approved_cost_curr_gid,source_pier_location_gid,dest_pier_location_gid,primary_order_base_gid,total_declared_value_gid,is_profit_split,shipping_agent_contact_gid,is_advanced_charge,load_config_engine_type_gid,appointment_priority_gid,is_fixed_distance,delivering_servprov_gid,originating_servprov_gid,chargeable_weight_uom_code,cm_cost_fn,cm_cost_fn_currency_gid,total_actual_c_fn,total_actual_c_fn_currency_gid,total_trans_c_fn,total_trans_c_fn_currency_gid,total_wt_cost_fn,total_wt_cost_fn_currency_gid,planned_cost_fn,planned_cost_fn_currency_gid,insurance_amt_fn,insurance_amt_fn_currency_gid,insurance_prem_fn,insurance_prem_fn_currency_gid,tot_match_inv_fn,tot_match_inv_fn_currency_gid,original_inv_c_fn,original_inv_c_fn_currency_gid,total_app_cost_fn,total_app_cost_fn_currency_gid,fixed_service_days,sighting_location_gid,sighting_date,prev_sighting_location_gid,prev_sighting_date,driver_gid,secondary_driver_gid,power_unit_gid,marked_for_purge,driver_assign_bulk_plan_gid,equipment_assign_bulk_plan_gid,prev_drop_inventory_processed,pick_inventory_processed,drop_inventory_processed,dim_volume,dim_volume_uom_code,dim_volume_base,chargeable_volume_uom_code,domain_name,insert_user,insert_date,update_user,update_date,planning_parameter_set_gid,num_equipment_ordered,em_phone_number,parcel_zone,attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,attribute9,attribute10,attribute11,attribute12,attribute13,attribute14,attribute15,attribute16,attribute17,attribute18,attribute19,attribute20,attribute_number1,attribute_number2,attribute_number3,attribute_number4,attribute_number5,attribute_number6,attribute_number7,attribute_number8,attribute_number9,attribute_number10,attribute_date1,attribute_date2,attribute_date3,attribute_date4,attribute_date5,attribute_date6,attribute_date7,attribute_date8,attribute_date9,attribute_date10,attribute_currency1,attribute_currency1_gid,attribute_currency1_base,attribute_currency2,attribute_currency2_gid,attribute_currency2_base,attribute_currency3,attribute_currency3_gid,attribute_currency3_base,combination_equip_grp_gid,si_cutoff_date,cfs_cutoff_date,src_arb_level_of_service_gid,dest_arb_level_of_service_gid,cfs_location_gid,is_fixed_voyage,job_name,load_date,ahead_late_time,ahead_late_time_base,ahead_late_time_uom_code,ahead_or_late,attribute_date11,attribute_date12,attribute_date13,attribute_date14,attribute_date15,attribute_date16,attribute_date17,attribute_date18,attribute_date19,attribute_date20,attribute_number11,attribute_number12,attribute_number13,attribute_number14,attribute_number15,attribute_number16,attribute_number17,attribute_number18,attribute_number19,attribute_number20,equipment_destination,eta_date,external_voyage_code,first_equipment_initial,first_equipment_number,is_ar_route_code_fixed,prev_equipment_destination,prev_reported_bs_status_code,prev_reporting_scac,projected_tour_name,reported_bs_status_code,reporting_scac,reservation_num,sole_packaged_item_gid,waybill_date,work_assignment_bulk_plan_gid,total_actual_cost,total_actual_cost_base,total_weighted_cost,total_weighted_cost_base,total_trans_cost,total_trans_cost_base,loaded_distance,loaded_distance_base,unloaded_distance,unloaded_distance_base,total_weight,total_weight_base,total_volume,total_volume_base,planned_cost,planned_cost_base,total_net_weight,total_net_weight_base,total_net_volume,total_net_volume_base,weight_utilization,volume_utilization,equip_ref_unit_utilization,tot_matched_invoice_cost,tot_matched_invoice_cost_base,original_invoice_cost,original_invoice_cost_base,total_approved_cost,total_approved_cost_base,total_declared_value,total_declared_value_base,chargeable_weight,chargeable_weight_base,chargeable_volume,chargeable_volume_base,projected_tour_sequence_num,max_num_retender
RC3.703033082N,703033082N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.5007,RC3.0020000900,2024-06-04 4:59:00,2024-06-04 18:45:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.DMCC,RC3.DMCC_TL_RATEOFFERING,RC3.DMCC_5007-0020000900_53_REF,,,N,B,,LB,CUFT,56,0,4230,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,PPD,FOB,,,,USD,DESTINATION,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,RC3.DMCC,RC3.SALES ORDERS NO LTL 7 DAYS-12:00-20240528171523,,RC3.USA_USA_TL_IM_LTL_POOL,FEASIBLE,1,2,LB,CUFT,2024-06-03 5:01:00,2024-06-04 4:59:00,,,N,RC3.53_REF,,,TENDERED,,,UTILIZATION_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.DMCC_TL_RATEOFFERING,TL,RC3.DMCC,RC3.DMCC_5007-0020000900_53_REF,N,Y,NA,,USD,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.UAFIREOTMRC3ADM,2024-05-28 17:19:06,RC3.ADMIN,2024-05-28 17:19:24,RC3.CAG_OB,,,,,,RC3.OUTBOUND_SO,TENDER,1,,,,,20240604 13:45,CAG,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-28 13:18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,950,950,950,950,,,299,299,0.00E+00,0.00E+00,44791.065,44791.065,2543.59,2543.59,950,950,40871.065,40871.065,2375.59,2375.59,0.99536,0.72674,0.00E+00,,,,,,,0.00E+00,0.00E+00,44791.065,44791.065,2543.59,2543.59,,
RC3.703032774N,703032774N,,INTRMDL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.4240,RC3.4269,2024-06-01 4:59:00,2024-06-04 4:01:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.HJBI,RC3.HJBI_IM_RATEOFFERING,RC3.HJBI_4240-4269_53RCON,,,N,B,,LB,CUFT,28,0,5164,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,,,,,,USD,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,G,RC3.HJBI,RC3.12_00 PM STO BULK PLAN-20240528170023,,RC3.USA_USA_TL_IM_LTL_POOL,FEASIBLE,1,2,LB,CUFT,2024-05-31 5:01:00,2024-06-01 4:59:00,ACCEPTED,,N,RC3.53RCON,,,ACCEPTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.HJBI_IM_RATEOFFERING,INTRMDL,RC3.HJBI,RC3.HJBI_4240-4269_53RCON,N,Y,NA,,USD,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.UAFIREOTMRC3ADM,2024-05-28 17:02:59,RC3.ADMIN,2024-05-28 17:21:33,RC3.CAG_OB,,,,,,RC3.OUTBOUND_STO,,1,,,,,20240604 23:59,CAG,,,,,,,,,,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-28 13:18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,2580.09,2580.09,2580.09,2580.09,,,873,873,0.00E+00,0.00E+00,36330,36330,2473.492,2473.492,2580.09,2580.09,34370,34370,2389.492,2389.492,0.83517,0.59545,0.00E+00,,,,,,,0.00E+00,0.00E+00,36330,36330,2473.492,2473.492,,
RC3.703030844N,703030844N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.4269,RC3.0020046362_500GROTONRD_06095_USA,2024-06-04 0:04:17,2024-06-04 4:01:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.PRIJ,RC3.PRIJ_TL_RATEOFFERING,RC3.PRIJ_4269-CT060_53_REF,,,N,B,,LB,CUFT,41,0,2020,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,PPD,FOB,,,,USD,DESTINATION,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,R,RC3.PRIJ,RC3.SALES ORDERS NO LTL 7 DAYS-03:00-20240528080007,,RC3.USA_USA_TL_IM_LTL_POOL,FEASIBLE,1,2,LB,CUFT,2024-06-03 4:01:00,2024-06-04 3:59:00,,,N,RC3.53_REF,,,BOOKED,,,UTILIZATION_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.PRIJ_TL_RATEOFFERING,TL,RC3.PRIJ,RC3.PRIJ_4269-CT060_53_REF,N,Y,NA,,USD,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.UAFIREOTMRC3ADM,2024-05-28 8:04:50,RC3.ADMIN,2024-05-28 8:05:50,RC3.CAG_OB,,,,,,RC3.OUTBOUND_SO,,1,,,,,20240604 23:59,CAG,,,,,,,,,,15.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-28 6:22:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,1050,1050,1050,1050,,,217,217,0.00E+00,0.00E+00,15930.996,15930.996,1005.447,1005.447,1050,1050,14854.886,14854.886,959.328,959.328,0.35402,0.28727,0.00E+00,,,,,,,0.00E+00,0.00E+00,15930.996,15930.996,1005.447,1005.447,,
RC3.703031245N,703031245N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.0003059618,RC3.3878,2024-06-03 7:01:00,2024-06-03 7:15:24,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.SCNN,RC3.SCNN_TL_RATEOFFERING,RC3.SCNN_0003059618-3878_53_DRY,,,N,B,,LB,CUFT,26,0,4368,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,,,,,,USD,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,R,RC3.SCNN,RC3.BP - COMAN ORDER RELEASES - 7AM-20240528110012,,RC3.USA_USA_TL_IM_LTL_POOL,FEASIBLE,1,2,LB,CUFT,2024-06-03 7:01:00,2024-06-04 6:44:36,,,N,RC3.53_DRY,,,BOOKED,,,UTILIZATION_70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.SCNN_TL_RATEOFFERING,TL,RC3.SCNN,RC3.SCNN_0003059618-3878_53_DRY,N,Y,NA,,USD,DEFAULT,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.UAFIREOTMRC3ADM,2024-05-28 11:00:30,RC3.ADMIN,2024-05-28 11:00:31,RC3.CAG-IB-COMAN,,,,,,RC3.OUTBOUND_CSTO,,1,,,,,20240603 23:59,CAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-28 6:22:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,RC3.000000004132101660,,,212.42,212.42,212.42,212.42,,,6,6,0.00E+00,0.00E+00,31282.576,31282.576,1278.29,1278.29,212.42,212.42,29484,29484,1201.2,1201.2,0.68006,0.33639,0.00E+00,,,,,,,0.00E+00,0.00E+00,31282.576,31282.576,1278.29,1278.29,,
RC3.701266904N,701266904N,,TL,N,Y,N,N,,,USD,USD,USD,MI,MI,RC3.4237,RC3.0020000903,2022-02-11 12:20:00,2022-02-14 19:08:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.WIEL,RC3.WIEL_TL_RATEOFFERING,RC3.WIEL_WI531-FL33881_53_REF,,,N,B,,LB,CUFT,26,0,4540,,TRANSPORT,,,,,,,,,N,,Y,Y,N,,,,,,,,,,,A,N,Y,,,PPD,FOB,,,,USD,DESTINATION,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,G,RC3.WIEL,RC3.20220203-0075,,RC3.USA_USA_TL_IM_LTL_POOL,FEASIBLE,1,2,LB,CUFT,2022-02-11 12:20:00,2022-02-11 12:20:00,DELIVERED,,N,RC3.53_REF,,,ACCEPTED,,DELIVERED,UTILIZATION_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.LEQO_TL_RATEOFFERING,TL,RC3.LEQO,RC3.LEQO_WI531-FL33881_53_REF,N,Y,NA,,USD,RC3.CAG_EXC_RATE,USD,USD,USD,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,N,N,N,,,,CUFT,RC3,RC3.ZCG0119,2022-02-03 19:38:24,DBA.ADMIN,2024-02-17 3:20:58,RC3.CAG-IB-SW,,,,,,RC3.OUTBOUND_SO,,1,,,,PGI COMPLETE,20220214 18:30,CAG,,,,,,AUTO PAY RULE PASS,ACCRUAL SENT,,,29.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-02-18 13:18:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,4139.98,4139.98,4139.98,4139.98,4139.98,4139.98,1225,1225,0.00E+00,0.00E+00,35221.268,35221.268,2168.114,2168.114,3160.5,3160.5,33520.688,33520.688,2095.232,2095.232,0.78269,0.61946,0.00E+00,4139.98,4139.98,4139.98,4139.98,4139.98,4139.98,0.00E+00,0.00E+00,35221.268,35221.268,2168.114,2168.114,,
RC3.701268067N,701268067N,,TL,N,Y,N,N,,,USD,USD,USD,MI,MI,RC3.2100,RC3.3880,2022-02-14 22:00:00,2022-02-15 17:30:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.TQYL,RC3.TQYL_TL_RATEOFFERING,,,,N,B,,LB,CUFT,17,0,1590,,TRANSPORT,,,,,,,,,N,,Y,Y,N,,,,,,,,,,,A,N,Y,,,,,,,,USD,,,,,,,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,R,RC3.TQYL,RC3.BULK PLAN STO'S 7 DAYS OUT-20220204093002,,RC3.USA_USA_TL_IM_LTL_POOL,FEASIBLE,1,2,LB,CUFT,2022-02-14 22:00:00,2022-02-16 4:59:00,DELIVERED,,N,RC3.53_DRY,,,ACCEPTED,,DELIVERED,UTILIZATION_90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.RCTH_STODED_RATEOFFERING,TL,RC3.RCTH,RC3.RCTH_2100-3880_53_DRY,N,Y,NA,,USD,DEFAULT,USD,USD,USD,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,N,N,N,,,,CUFT,RC3,RC3.ZJS0587,2022-02-04 9:36:10,DBA.ADMIN,2024-02-17 3:20:58,RC3.CAG_OB,,,,,,RC3.OUTBOUND_STO,,1,Spot Rate,,,PGI COMPLETE,20220213 23:59,CAG,,,,,,AUTO PAY RULE PASS,ACCRUAL SENT,,,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-02-18 13:18:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,2254.37,2254.37,2254.37,2254.37,2254.37,2254.37,560,560,0.00E+00,0.00E+00,42429.014,42429.014,995.85,995.85,477.48,477.48,41239.014,41239.014,944.85,944.85,0.88394,0.26207,0.00E+00,2254.37,2254.37,2254.37,2254.37,2254.37,2254.37,0.00E+00,0.00E+00,43699.686,43699.686,1045.49,1045.49,,
RC3.701270771N,701270771N,,TL,N,Y,N,N,,,USD,USD,USD,MI,MI,RC3.3878,RC3.0020003462,2022-02-12 19:12:00,2022-02-13 12:37:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.SCNN,RC3.SCNN_TL_RATEOFFERING,RC3.SCNN_3878-AZ85193_53_DRY,,,N,B,,LB,CUFT,32,0,3164,,TRANSPORT,,,,,,,,,N,,Y,Y,N,,,,,,,,,,,A,N,Y,,,PPD,FOB,,,,USD,DESTINATION,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,R,RC3.SCNN,RC3.20220204-0115,,RC3.USA_USA_TL_IM_LTL_POOL,TIME_INFEASIBLE,2,2,LB,CUFT,2022-02-12 19:12:00,2022-02-12 7:59:00,ARRIVED,,N,RC3.53_DRY,,,ACCEPTED,,ARRIVED,UTILIZATION_90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.SCNN_TL_RATEOFFERING,TL,RC3.SCNN,RC3.SCNN_3878-AZ85193_53_DRY,N,Y,NA,,USD,RC3.CAG_EXC_RATE,USD,USD,USD,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,N,N,N,,,,CUFT,RC3,RC3.ZJS1237,2022-02-04 21:17:47,DBA.ADMIN,2024-02-17 3:20:59,RC3.CAG_OB,,,,,,RC3.OUTBOUND_SO,,1,,,,PGI COMPLETE,20220212 20:20,CAG,,,,,,AUTO PAY RULE PASS,ACCRUAL SENT,,,36.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-02-18 13:18:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,1555.88,1555.88,1555.88,1555.88,1555.88,1555.88,384,384,0.00E+00,0.00E+00,35630.955,35630.955,1447.889,1447.889,1546.91,1546.91,33614.046,33614.046,1361.449,1361.449,0.74231,0.38102,0.00E+00,1555.88,1555.88,1555.88,1555.88,1555.88,1555.88,0.00E+00,0.00E+00,35630.955,35630.955,1447.889,1447.889,,
RC3.701270816N,701270816N,,TL,N,Y,N,N,,,USD,USD,USD,MI,MI,RC3.3880,RC3.0020014108_1471EAST9MILERO_48030_USA,2022-02-10 14:00:00,2022-02-11 16:30:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.ARVY,RC3.ARVY_TL_RATEOFFERING,,,,N,B,,LB,CUFT,24,0,2748,,TRANSPORT,,,,,,,,,N,,Y,Y,N,,,,,,,,,,,A,N,Y,,,PPD,FOB,,,,USD,DESTINATION,,,,,,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,G,RC3.ARVY,RC3.20220204-0120,,RC3.USA_USA_TL_IM_LTL_POOL,FEASIBLE,1,2,LB,CUFT,2022-02-10 6:01:00,2022-02-11 5:59:00,ENROUTE LOCATION UPDATE ACTUAL,,N,RC3.53_DRY,,,ACCEPTED,,DELIVERED,UTILIZATION_90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.JBHA_TL_RATEOFFERING,TL,RC3.JBHA,RC3.JBHA_3880-MI480_53_DRY,N,Y,NA,,USD,RC3.CAG_EXC_RATE,USD,USD,USD,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,N,N,N,,,,CUFT,RC3,RC3.ZAB3041,2022-02-04 21:36:21,DBA.ADMIN,2024-02-17 3:20:59,RC3.CAG_OB,,,,,,RC3.OUTBOUND_SO,,1,Spot Rate,,,PGI COMPLETE,20220211 23:59,CAG,,,,,,AUTO PAY RULE PASS,ACCRUAL SENT,,,24.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-02-18 13:18:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,1766.27,1766.27,1766.27,1766.27,1766.27,1766.27,277,277,0.00E+00,0.00E+00,41027.674,41027.674,1168.721,1168.721,1184,1184,39495.024,39495.024,1103.036,1103.036,0.85474,0.30756,0.00E+00,1766.27,1766.27,1766.27,1766.27,1766.27,1766.27,0.00E+00,0.00E+00,45395.674,45395.674,1304.081,1304.081,,
RC3.701191214N,701191214N,,INTRMDL,N,Y,N,N,,,USD,USD,USD,MI,MI,RC3.3941,RC3.3875,2022-01-17 14:00:00,2022-01-28 16:32:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.ANSH,RC3.ANSH_IM_RATEOFFERING,RC3.ANSH_3941-3875_53_CON,,,N,B,,LB,CUFT,26,0,1560,,TRANSPORT,,,,,,,,,N,,Y,Y,N,,,,,,,,,,,A,N,Y,,,,,,,,USD,,,,,,,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,R,RC3.ANSH,RC3.BULK PLAN STO'S 7 DAYS OUT-20220107093004,,RC3.USA_USA_TL_IM_LTL_POOL,TIME_INFEASIBLE,1,2,LB,CUFT,2022-01-12 5:01:00,2022-01-12 20:30:00,ARRIVED,,N,RC3.53_CON,,,ACCEPTED,,ARRIVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.ANSH_IM_RATEOFFERING,INTRMDL,RC3.ANSH,RC3.ANSH_3941-3875_53_CON,N,Y,NA,,USD,RC3.CAG_EXC_RATE,USD,USD,USD,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,N,N,N,,,,CUFT,RC3,RC3.ZJS0587,2022-01-07 9:35:31,DBA.ADMIN,2024-02-17 3:20:50,RC3.CAG_OB,,,,,,RC3.OUTBOUND_STO,,1,,,,PGI COMPLETE,20220117 23:59,CAG,,,,,,AUTO PAY RULE PASS,ACCRUAL SENT,,,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-02-18 13:18:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,RC3.000000002700000265,,,2985.47,2985.47,2653.95,2653.95,2985.47,2985.47,914,914,0.00E+00,0.00E+00,43518.8,43518.8,1255.8,1255.8,2412.96,2412.96,41698.8,41698.8,1177.8,1177.8,0.94606,0.30622,0.00E+00,2985.47,2985.47,2653.95,2653.95,2985.47,2985.47,0.00E+00,0.00E+00,43518.8,43518.8,1255.8,1255.8,,
RC3.701197478N,701197478N,,TL,N,Y,N,N,,,USD,USD,USD,MI,MI,RC3.4246,RC3.0020040593,2022-01-15 6:56:00,2022-01-21 4:56:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.KBTO,RC3.KBTO_TL_RATEOFFERING,RC3.KBTO_4246-MN56001_53_REF,,,N,B,,LB,CUFT,24,0,1470,,TRANSPORT,,,,,,,,,N,,Y,Y,N,,,,,,,,,,,A,N,Y,,,PPD,FOB,,,,USD,DESTINATION,,,,,,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,G,RC3.148,RC3.SALES ORDERS NO LTL 7 DAYS-12:00-20220110181532,,RC3.USA_USA_TL_IM_LTL_POOL,TIME_INFEASIBLE,1,2,LB,CUFT,2022-01-15 2:34:11,2022-01-15 5:59:00,DEPARTED,,N,RC3.53_REF,,,ACCEPTED,,DEPARTED,UTILIZATION_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.KBTO_TL_RATEOFFERING,TL,RC3.KBTO,RC3.KBTO_4246-MN56001_53_REF,N,Y,NA,,USD,RC3.CAG_EXC_RATE,USD,USD,USD,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,N,N,N,,,,CUFT,RC3,RC3.ZJS0587,2022-01-10 18:23:07,DBA.ADMIN,2024-02-17 3:20:50,RC3.CAG_OB,,,,,,RC3.OUTBOUND_SO,,1,,,,PGI COMPLETE,20220115 15:00,CAG,,,,,,AUTO PAY RULE PASS,ACCRUAL SENT,,,16.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-02-18 13:18:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,1470.51,1470.51,1470.51,1470.51,1470.51,1470.51,496,496,0.00E+00,0.00E+00,11840.934,11840.934,793.962,793.962,1150.72,1150.72,10905.664,10905.664,753.878,753.878,0.26313,0.22685,0.00E+00,1470.51,1470.51,1375.51,1375.51,1470.51,1470.51,0.00E+00,0.00E+00,11840.934,11840.934,793.962,793.962,,
