order_release_gid,order_release_xid,order_release_name,order_release_type_gid,is_template,order_base_gid,source_location_gid,dest_location_gid,early_pickup_date,late_pickup_date,early_delivery_date,late_delivery_date,fixed_itinerary_gid,assigned_itinerary_gid,fixed_sell_itinerary_gid,ship_unit_origin,total_weight,total_weight_uom_code,total_weight_base,total_volume,total_volume_uom_code,total_volume_base,total_packaging_unit_count,total_item_package_count,max_length,max_length_uom_code,max_length_base,max_width,max_width_uom_code,max_width_base,max_height,max_height_uom_code,max_height_base,plan_from_location_gid,plan_to_location_gid,assigned_sell_itinerary_gid,indicator,bulk_plan_gid,best_direct_cost_buy,best_dircost_buy_currency_gid,best_direct_cost_buy_base,best_direct_cost_sell,best_dircost_sell_currency_gid,best_direct_cost_sell_base,best_direct_rateoffer_gid_buy,best_direct_rateoffer_gid_sell,buy_general_ledger_gid,sell_general_ledger_gid,total_net_weight,total_net_weight_uom_code,total_net_weight_base,total_net_volume,total_net_volume_uom_code,total_net_volume_base,sell_bulk_plan_gid,total_ship_unit_count,load_point,unload_point,pickup_is_appt,delivery_is_appt,plan_from_load_point,plan_to_unload_point,user_defined1_icon_gid,user_defined2_icon_gid,user_defined3_icon_gid,user_defined4_icon_gid,user_defined5_icon_gid,external_system_id,payment_method_code_gid,inco_term_gid,term_location_text,planning_group_gid,time_window_emphasis_gid,is_known_shipper,dim_rate_factor_gid,release_method_gid,final_inco_term,final_text_location,inspection_number,inspection_schedule_date,inspection_date,survey_lay_can_date,loc_number,loc_issue_date,loc_received_date,loc_latest_shipping_date,loc_negotiated_days,loc_amount,loc_amount_currency_gid,loc_amount_base,loc_advising_number,loc_confirming_number,src_location_override_gid,dest_location_override_gid,plan_from_loc_override_gid,plan_to_loc_override_gid,secondary_t_weight,secondary_t_weight_uom_code,secondary_t_weight_base,secondary_t_volume,secondary_t_volume_uom_code,secondary_t_volume_base,rate_service_profile_gid,servprov_gid,servprov_profile_gid,transport_mode_gid,mode_profile_gid,equipment_group_gid,equipment_group_profile_gid,rate_offering_gid,rate_geo_gid,sell_rate_offering_gid,sell_rate_geo_gid,must_ship_direct,must_ship_thru_x_dock,must_ship_thru_pool,ship_with_group,primary_leg_source_loc_gid,prim_leg_src_loc_override_gid,port_of_load_location_gid,port_of_load_loc_override_gid,port_of_dis_location_gid,port_of_dis_loc_override_gid,primary_leg_dest_loc_gid,prim_leg_dest_override_loc_gid,import_license_required,import_license_issue_date,import_license_receive_date,import_license_expiration_date,import_license_number,loc_expiration_date,is_loc_required,inspection_required,unitization_condition_name,stuff_location_gid,destuff_location_gid,customer_unitization_request,default_stowage_mode,consolidation_type_gid,move_perspective_gid,quote_gid,commercial_payment_code_gid,is_loc_stale,ult_dest_country_code3_gid,template_type,bundling_type,is_consolidate_or_equipment,duty_paid,quote_option_number,partition_gid,total_declared_value,total_declared_value_gid,total_declared_value_base,buy_itinerary_profile_gid,sell_itinerary_profile_gid,buffer_type,sell_servprov_gid,sell_servprov_profile_gid,is_ignore_location_calendar,rate_service_gid,ship_unit_width,ship_unit_width_uom_code,ship_unit_width_base,ship_unit_length,ship_unit_length_uom_code,ship_unit_length_base,ship_unit_height,ship_unit_height_uom_code,ship_unit_height_base,ship_unit_diameter,ship_unit_diameter_uom_code,ship_unit_diameter_base,transport_handling_unit_gid,on_rt_execution,is_splittable,pickup_routing_sequence_gid,dropoff_routing_sequence_gid,latest_est_delivery_date,otm_version,priority,latest_est_pickup_date,marked_for_purge,pickup_rail_carrier,delivery_rail_carrier,equipment_type_gid,domain_name,insert_user,insert_date,update_user,update_date,rail_route_code_gid,em_phone_number,leg_consolidation_group_gid,is_pre_entered_pu,routing_constraint_gid,attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,attribute9,attribute10,attribute11,attribute12,attribute13,attribute14,attribute15,attribute16,attribute17,attribute18,attribute19,attribute20,attribute_number1,attribute_number2,attribute_number3,attribute_number4,attribute_number5,attribute_number6,attribute_number7,attribute_number8,attribute_number9,attribute_number10,attribute_date1,attribute_date2,attribute_date3,attribute_date4,attribute_date5,attribute_date6,attribute_date7,attribute_date8,attribute_date9,attribute_date10,attribute_currency1,attribute_currency1_gid,attribute_currency1_base,attribute_currency2,attribute_currency2_gid,attribute_currency2_base,attribute_currency3,attribute_currency3_gid,attribute_currency3_base,allocation_group_gid,earliest_est_pickup_date,job_name,load_date,attribute_date11,attribute_date12,attribute_date13,attribute_date14,attribute_date15,attribute_date16,attribute_date17,attribute_date18,attribute_date19,attribute_date20,attribute_number11,attribute_number12,attribute_number13,attribute_number14,attribute_number15,attribute_number16,attribute_number17,attribute_number18,attribute_number19,attribute_number20,early_sail_date,external_voyage_code,is_direct_voyage,is_topoff,late_sail_date,voyage_gid
RC3.4504021719,4504021719,"",RC3.OUTBOUND_STO,N,"",RC3.2100,RC3.3880,2024-06-03 04:01:00.000000,2024-06-04 03:59:00.000000,2024-06-05 05:01:00.000000,2024-06-06 04:59:00.000000,"",RC3.USA_USA_TL_IM_LTL_POOL,"","",43081.808000000005000,LB,43081.808000000005000,1013.880000000000000,CUFT,1013.880000000000000,"",1632,"","","","","","","","","","","","",R,RC3.20240528-0088,"","","","","","","","",RC3.504096,"",41891.808000000005000,LB,41891.808000000005000,962.880000000000000,CUFT,962.880000000000000,"",17.000000000000000,"","",N,N,"","",TENDERED,"","","","","","","","","","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.NON_CPU,"",RC3.NON-RAIL,"","","","","","",N,N,N,"","","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",DO NOT BUNDLE,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 16:52:23.000000,RC3.ADMIN,2024-05-28 17:18:02.000000,"","","",N,"","","","","","","","","","","",CAG,"","",ORDER_CREATE_SUCCESS,DNGS,"","","","","",0E-15,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:29.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.4504021408,4504021408,"",RC3.OUTBOUND_STO,N,"",RC3.4281,RC3.3752,2024-06-04 04:01:00.000000,2024-06-05 03:59:00.000000,2024-06-07 05:01:00.000000,2024-06-08 04:59:00.000000,"",RC3.USA_USA_TL_IM_LTL_POOL,"","",43258.400000000000000,LB,43258.400000000000000,896.560000000000100,CUFT,896.560000000000100,"",2768,"","","","","","","","","","","","",Y,RC3.20240528-0052,"","","","","","","","",RC3.504096,"",41998.400000000000000,LB,41998.400000000000000,842.560000000000100,CUFT,842.560000000000100,"",18.000000000000000,"","",N,N,"","",BOOKED,"","","","","","","","","","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.NON_CPU,"",RC3.NON-RAIL,"","","","","","",N,N,N,"","","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",DO NOT BUNDLE,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 14:52:02.000000,RC3.ADMIN,2024-05-28 15:03:58.000000,"","","",N,"","","","","","","","","","",RC3.703032016N,CAG,"","",ORDER_CREATE_SUCCESS,SPOT,"","","","","",0E-15,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:29.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0012043263,0012043263,"",RC3.OUTBOUND_SO,N,"",RC3.4269,RC3.0020001781_1109COMMERCEBLV_08085_USA,2024-06-07 04:01:00.000000,2024-06-08 03:59:00.000000,2024-06-11 04:01:00.000000,2024-06-12 03:59:00.000000,"","","","",7196.579999999999000,LB,7196.579999999999000,610.680000000000000,CUFT,610.680000000000000,"",1260,"","","","","","","","","","",RC3.0020001781,"","","","","","","","","","","",RC3.504004,"",6881.580000000000000,LB,6881.580000000000000,589.680000000000000,CUFT,589.680000000000000,"",7.000000000000000,"","",N,N,"","","","","","","","",PPD,FOB,DESTINATION,"","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.NON_CPU,"",RC3.NON-RAIL,RC3.NO_EQUIPMENTS,"","","","","",N,N,N,"","","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",AUTOMATIC,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000009876543210,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 15:49:46.000000,RC3.ADMIN,2024-05-28 15:49:49.000000,"","","",N,"","","","","","","","","","","",CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","",7.000000000000000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:28.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0000033708,0000033708,"",RC3.CPU,N,"",RC3.6217,RC3.0020045751_1263PACIFICAVE_R3E2T4_CAN,2024-05-31 06:01:00.000000,2024-06-01 05:59:00.000000,"","","","","","",4783.594999999999000,LB,4783.594999999999000,250.205000000000000,CUFT,250.205000000000000,"",325,"","","","","","","","","","",RC3.0020045751,"","","","","","","","","","","",RC3.504004,"",4430.445000000000000,LB,4430.445000000000000,235.070000000000020,CUFT,235.070000000000020,"",12.000000000000000,"","",N,N,"","","","","","","","",PPD,FOB,DESTINATION,"","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"",RC3.CPU,RC3.NON_CPU,"","","","","","","","",N,N,N,"","","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",DO NOT BUNDLE,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","",Y,"","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 16:58:06.000000,RC3.ADMIN,2024-05-28 16:58:09.000000,"","","",N,"","","","","","","","","","","",CAN,"","",ORDER_CREATE_SUCCESS,"","","","","","",5.045000000000000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:25.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0004551106-001,0004551106-001,"",RC3.INBOUND_PO,N,RC3.0004551106,RC3.0003049085,RC3.50060004,2024-05-28 18:07:47.000000,"",2024-06-12 05:01:00.000000,2024-06-13 04:59:00.000000,"",RC3.USA-REGION_WORLD_VENDOR_CPU-CE,"",BS,52936.002000000000000,LB,52936.002000000000000,63.041999999999994,CUFT,63.041999999999994,"",52000,"","","","","","","","","","",RC3.5006,"",G,"","","","","","","","","",RC3.538098,"",51999.990000000000000,LB,51999.990000000000000,0.630000000000000,CUFT,0.630000000000000,"",21.000000000000000,"","",N,N,"","",TENDERED,"","","","","",PPD,FOB,DESTINATION,"",BOTH,N,"",RC3.ONE_TO_ONE_OB,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.CPU,"",RC3.NON-RAIL,"",RC3.VENDOR_EQUIP,"","","","",N,N,N,0004551106,"","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",AUTOMATIC,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000009876543210,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.ADMIN,2024-05-28 13:07:45.000000,RC3.ADMIN,2024-05-28 13:07:54.000000,"","","",N,"","","","","","","","","","",RC3.703031642N,CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:26.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0012042498,0012042498,"",RC3.CPU,N,"",RC3.3880,RC3.0020000314,2024-06-04 05:01:00.000000,2024-06-05 04:59:00.000000,"","","",RC3.USA-REGION_WORLD_VENDOR_CPU-CE,"","",37312.368000000010000,LB,37312.368000000010000,1287.731000000000200,CUFT,1287.731000000000200,"",2659,"","","","","","","","","","","","",G,"","","","","","","","","",RC3.504004,"",35601.638000000000000,LB,35601.638000000000000,1214.414000000000000,CUFT,1214.414000000000000,"",30.000000000000000,"","",N,N,"","",TENDERED,"","","","","",COL,FOB,ORIGIN,"","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"",RC3.CPU,"","","","","","","","","",N,N,N,12042498,"","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",AUTOMATIC,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","",Y,"","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","",2024-06-04 06:01:00.000000,6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 16:22:02.000000,RC3.ADMIN,2024-05-28 16:48:51.000000,"","","",N,"","","","","","","","","","",RC3.703032660N,CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","",24.439000000000000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:28.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.4504021350,4504021350,"",RC3.OUTBOUND_STO,N,"",RC3.5053,RC3.3880,2024-06-03 04:01:00.000000,2024-06-04 03:59:00.000000,2024-06-04 05:01:00.000000,2024-06-05 04:59:00.000000,"",RC3.USA_USA_TL_IM_LTL_POOL,"","",39600.000000000000000,LB,39600.000000000000000,165.055000000000000,CUFT,165.055000000000000,"",55,"","","","","","","","","","","","",G,RC3.20240528-0048,"","","","","","","","",RC3.504096,"",35750.000000000000000,LB,35750.000000000000000,0.055000000000000,CUFT,0.055000000000000,"",55.000000000000000,"","",N,N,"","",TENDERED,"","","","","","","","","","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"",RC3.RCTH,RC3.NON_CPU,"",RC3.NON-RAIL,"","","","","","",N,N,N,"","","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",DO NOT BUNDLE,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","",N,"","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 14:22:46.000000,RC3.ADMIN,2024-05-28 14:46:46.000000,"","","",N,"","","","","","","","","","",RC3.703031920N,CAG,"","",ORDER_CREATE_SUCCESS,RCTH,"","","","","",0E-15,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:29.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.4504021815,4504021815,"",RC3.OUTBOUND_STO,N,"",RC3.2101,RC3.3881,2024-05-30 04:01:00.000000,2024-05-31 03:59:00.000000,2024-05-31 05:01:00.000000,2024-06-01 04:59:00.000000,"","","","",42949.615999999995000,LB,42949.615999999995000,1010.616000000000000,CUFT,1010.616000000000000,"",3264,"","","","","","","","","","","","","","","","","","","","","","",RC3.504096,"",41759.615999999995000,LB,41759.615999999995000,959.616000000000000,CUFT,959.616000000000000,"",17.000000000000000,"","",N,N,"","","","","","","","","","","","","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.NON_CPU,"",RC3.NON-RAIL,"","","","","","",N,N,N,"","","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",DO NOT BUNDLE,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 17:47:24.000000,RC3.ADMIN,2024-05-28 17:47:27.000000,"","","",N,"","","","","","","","","","","",CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","",0E-15,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:29.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0012042730,0012042730,"",RC3.CPU,N,"",RC3.5020,RC3.0020000098_SMITHSFOODANDDR_84041_USA,2024-06-03 06:01:00.000000,2024-06-04 05:59:00.000000,"","","",RC3.USA-REGION_WORLD_VENDOR_CPU-CE,"","",42139.143999999990000,LB,42139.143999999990000,2572.563000000001000,CUFT,2572.563000000001000,"",4988,"","","","","","","","","","","","",G,RC3.CPU_ORDERS_ALL_NO_SWG_5DAYS-20240528160021,"","","","","","","","",RC3.504004,"",38854.393999999990000,LB,38854.393999999990000,2431.788000000001000,CUFT,2431.788000000001000,"",65.000000000000000,"","",N,N,"","",TENDERED,"","","","","",COL,FOB,ORIGIN,"","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"",RC3.CPU,"","","","","","","","","",N,N,N,"","","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",DO NOT BUNDLE,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","",Y,"","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 12:43:20.000000,RC3.ADMIN,2024-05-28 16:02:32.000000,"","","",N,"","","","","","","","","","",RC3.703032385N,CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","",46.925000000000000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:28.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0012042130,0012042130,"",RC3.OUTBOUND_SO,N,"",RC3.3926,RC3.0020000204_16COMMERCEAVEPA_17225_USA,2024-05-29 04:01:00.000000,2024-05-30 03:59:00.000000,2024-05-29 04:01:00.000000,2024-05-30 03:59:00.000000,"","","","",20363.444000000003000,LB,20363.444000000003000,605.314000000000100,CUFT,605.314000000000100,"",1193,"","","","","","","","","","","","","","","","","","","","","","",RC3.504004,"",19555.994000000002000,LB,19555.994000000002000,570.708999999999800,CUFT,570.708999999999800,"",19.000000000000000,"","",N,N,"","","","","","","","",PPD,FOB,DESTINATION,"","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.NON_CPU,"","","","","","","","",N,N,N,"","","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",AUTOMATIC,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 14:19:32.000000,RC3.ADMIN,2024-05-28 14:19:35.000000,"","","",N,"","","","","","","","","","","",CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","",11.535000000000000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:28.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0012042825,0012042825,"",RC3.CPU,N,"",RC3.3898,RC3.0020014728_P.O.BOX192_62353_USA,2024-06-05 05:01:00.000000,2024-06-06 04:59:00.000000,"","","","","","",26277.146999999997000,LB,26277.146999999997000,900.343000000000000,CUFT,900.343000000000000,"",1501,"","","","","","","","","","","","","","","","","","","","","","",RC3.504004,"",25233.307000000000000,LB,25233.307000000000000,855.606999999999900,CUFT,855.606999999999900,"",18.000000000000000,"","",N,N,"","","","","","","","",COL,FOB,ORIGIN,"","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"",RC3.CPU,RC3.NON_CPU,"","","","","","","","",N,N,N,"","","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",DO NOT BUNDLE,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","",Y,"","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 14:34:04.000000,RC3.ADMIN,2024-05-28 14:34:07.000000,"","","",N,"","","","","","","","","","","",CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","",14.912000000000000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:28.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0012042128,0012042128,"",RC3.OUTBOUND_SO,N,"",RC3.3926,RC3.0020000198_6500ENTERPRISED_23842_USA,2024-05-29 04:01:00.000000,2024-05-30 03:59:00.000000,2024-05-29 04:01:00.000000,2024-05-30 03:59:00.000000,"","","","",4403.510000000001000,LB,4403.510000000001000,212.118000000000000,CUFT,212.118000000000000,"",368,"","","","","","","","","","",RC3.0020000198,"","","","","","","","","","","",RC3.504004,"",4061.350000000000400,LB,4061.350000000000400,197.454000000000000,CUFT,197.454000000000000,"",10.000000000000000,"","",N,N,"","","","","","","","",PPD,FOB,DESTINATION,"","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.NON_CPU,"","","","","","","","",N,N,N,"","","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",AUTOMATIC,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 14:19:10.000000,RC3.ADMIN,2024-05-28 14:19:12.000000,"","","",N,"","","","","","","","","","","",CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","",4.888000000000000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:28.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0012040955,0012040955,"",RC3.OUTBOUND_SO,N,"",RC3.3926,RC3.0020012841_1000COMMERCEPLA_18603_USA,2024-06-07 04:01:00.000000,2024-06-08 03:59:00.000000,2024-06-07 04:01:00.000000,2024-06-08 03:59:00.000000,"","","","",32478.227999999992000,LB,32478.227999999992000,1809.839999999999700,CUFT,1809.839999999999700,"",4612,"","","","","","","","","","","","","","","","","","","","","","",RC3.504004,"",29958.227999999996000,LB,29958.227999999996000,1701.840000000000000,CUFT,1701.840000000000000,"",36.000000000000000,"","",N,N,"","","","","","","","",PPD,FOB,DESTINATION,"","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.NON_CPU,"",RC3.NON-RAIL,"","","","","","",N,N,N,12040955,"","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",AUTOMATIC,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 15:10:19.000000,RC3.ADMIN,2024-05-28 15:10:23.000000,"","","",N,"","","","","","","","","","","",CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","",36.000000000000000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:28.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0012037324,0012037324,"",RC3.OUTBOUND_SO,N,"",RC3.3926,RC3.0020027052_6000WALTONWAY_22841_USA,2024-06-04 04:01:00.000000,2024-06-05 03:59:00.000000,2024-06-06 21:30:00.000000,2024-06-06 21:30:00.000000,"","","","",6021.795999999998500,LB,6021.795999999998500,285.048000000000000,CUFT,285.048000000000000,"",582,"","","","","","","","","","",RC3.0020027051,"","","","","","","","","","","",RC3.504004,"",5531.796000000000000,LB,5531.796000000000000,264.048000000000000,CUFT,264.048000000000000,"",7.000000000000000,"","",N,N,"","","","","","","","",PPD,FOB,DESTINATION,"","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.NON_CPU,"",RC3.NON-RAIL,"","","","","","",N,N,N,1081602351,"","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",AUTOMATIC,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 16:12:05.000000,RC3.ADMIN,2024-05-28 16:12:08.000000,"","","",N,"","","","","","","","","","","",CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","",7.000000000000000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:27.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
